text,sentiment,stress_level
I feel lost like I am drowning with no one to save me,negative,high
Today was normal just the usual routine,neutral,medium
I feel crushed because nobody understands me and see no way out,negative,high
Today was okay no highs or lows,neutral,low
I submitted the best assignment in class and it made me feel great,positive,low
I woke up feeling lively and my family called and it made my day,positive,low
I woke up feeling lively and I completed all my tasks,positive,low
The lectures were normal today lectures were average,neutral,low
I am so grateful right now I made new friends today,positive,low
I cannot attend class because I feel so deeply anxious,negative,high
Feeling motivated after finishing a tough assignment,positive,low
The loneliness is unbearable I feel desperate,negative,high
College was alright today lectures were average,neutral,low
I spent the day browsed study material nothing exciting,neutral,medium
I am so terrified because of constant failure,negative,high
Today was energetic my family called and it made my day,positive,low
I feel pressure from parents about my performance,negative,high
I cannot eat because I feel so shattered,negative,high
I attended the group discussion and it was decent,neutral,low
I cannot eat because I feel so deeply anxious,negative,high
I feel desperate and worthless nothing is going right,negative,high
I am tired and finding it hard to finish work,negative,high
I feel pressure from peers about my performance,negative,medium
I feel homesick and demotivated because of upcoming exams,negative,medium
I feel pressure from parents about my project work,negative,high
Feeling refreshed and energetic I finished my project on time,positive,low
I feel deeply anxious because nobody understands me and see no way out,negative,high
I feel broken and alone I cannot take this anymore,negative,high
I feel destroyed inside because everything I try goes wrong and see no way out,negative,high
I attended the seminar and it was normal,neutral,low
I feel pressure from myself about my attendance,negative,medium
I am helpless and feel like I am a burden to everyone,negative,high
I am really motivated because everything went well,positive,low
My family member motivated me and I feel blessed,positive,low
Everything is devastated I feel like not being here anymore,negative,high
I went to the library and browsed study material,neutral,medium
I feel optimistic today I studied hard and it showed,positive,low
I had a great day I studied hard and it showed,positive,low
I feel unmotivated today because I miss home,negative,high
